pl_name,pl_rade,pl_bmasse
"TOI-1601 b",14.19902343,387.00000000
"GJ 486 b",1.28900000,2.77000000
"GJ 414 A b",2.63000000,7.60000000
"GJ 414 A c",8.40000000,53.83000000
"TOI-201 b",11.40000000,164.00000000
"TOI-519 b",11.54525012,147.15455244
"NGTS-15 b",12.32987877,238.68913366
"NGTS-16 b",14.57167491,211.99154747
"NGTS-17 b",13.89913607,242.82090295
"NGTS-18 b",13.56286665,129.99181846
"LHS 1478 b",1.24200000,2.33000000
"TOI-257 b",7.16253867,43.86032017
"HD 5278 b",2.45000000,7.80000000
"Kepler-106 c",2.50000000,10.44000000
"TOI-269 b",2.77000000,8.80000000
"CFHTWIR-Oph 98 b",20.84870410,2479.06157460
"TOI-220 b",3.03000000,13.80000000
"TOI-1444 b",1.41792246,3.58000000
"TOI-1231 b",3.65000000,15.40000000
"HD 152843 b",3.05000000,9.82000000
"HD 152843 c",5.94000000,9.67000000
"WASP-110 b",13.19297028,154.78243421
"TOI-674 b",5.25000000,23.60000000
"TOI-1685 b",1.42100000,3.07000000
"TOI-1260 b",2.41000000,8.56000000
"TOI-1260 c",2.76000000,13.20000000
"TOI-1634 b",1.75900000,4.90000000
"TOI-1259 A b",11.60000000,141.00000000
"TOI-1807 b",1.49681583,2.44000000
"TOI-2076 b",2.59000000,6.70000000
"TOI-2076 c",3.54000000,7.20000000
"TOI-2076 d",3.27000000,7.30000000
"HAT-P-58 b",14.93036229,118.23216740
"HAT-P-59 b",12.58768533,489.45574678
"HAT-P-60 b",18.28184752,182.43350562
"HAT-P-61 b",10.07687365,335.94462620
"HAT-P-62 b",12.02723629,241.86741773
"HAT-P-63 b",12.54284940,195.14664190
"HAT-P-64 b",19.08889413,184.34047606
"TOI-1749 b",1.39000000,57.00000000
"TOI-1749 c",2.12000000,14.00000000
"TOI-1749 d",2.52000000,15.00000000
"TOI-1062 b",2.26500000,10.15000000
"TOI-1278 b",12.21778896,5879.82552950
"AU Mic c",2.79000000,14.46000000
"TOI-2406 b",2.86000000,15.60000000
"TOI-532 b",5.82000000,61.50000000
"TOI-431 b",1.28000000,3.07000000
"TOI-431 d",3.29000000,9.90000000
"COCONUTS-2 b",12.57647635,2383.71305250
"TOI-2202 b",10.95117414,287.31687993
"TOI-1518 b",21.05046575,581.62598481
"TIC 172900988 b",11.25000000,942.00000000
"TOI-1201 b",2.41500000,6.28000000
"GPX-1 b",16.47720163,6261.21961790
"TOI-558 b",12.17295304,1147.36054927
"TOI-559 b",12.22899794,1910.14872607
"TIC 257060897 b",17.26183028,201.50321004
"TOI-1431 b",16.70138124,991.62462984
"TOI-530 b",9.30345398,127.13136280
"TOI-1789 b",16.14093221,222.47988490
"TOI-1296 b",14.11645916,95.30000000
"TOI-1298 b",9.65807033,99.00000000
"HD 63935 b",2.91575244,10.50000000
"HD 63935 c",3.06451296,11.10000000
"TOI-3362 b",12.80065596,1598.35905880
"HIP 97166 b",2.48013380,19.10000000
"HD 207897 b",2.34302132,14.80000000
"HD 137496 b",1.31000000,4.04000000
"K2-370 b",2.67000000,11.10000000
"Kepler-58 b",2.78000000,35.50000000
"GJ 367 b",0.73600000,0.50300000
"TOI-2109 b",15.09849700,1595.49860314
"TOI-1842 b",12.34850230,89.40000000
"HATS-74 A b",11.56766808,464.02947422
"HATS-75 b",9.90873894,156.05374784
"HATS-76 b",12.09449018,835.57088200
"HATS-77 b",13.05846252,436.69623122
"Kepler-1708 b",9.96000000,1462.01067220
"Kepler-1705 c",2.05000000,5.42000000
"BD+60 1417 b",14.68376472,4767.42610500
"TOI-2180 b",11.32107051,875.61726129
"LTT 1445 A c",1.14700000,1.54000000
"TOI-1064 b",2.58700000,13.50000000
"TOI-1064 c",2.65100000,2.50000000
"TOI-2184 b",11.39953337,206.58846455
"TOI-1268 b",9.10000000,96.40000000
"TOI-2337 b",10.08808263,508.52545120
"TOI-4329 b",16.81347105,143.02278315
"TOI-2669 b",19.72780603,193.87532827
"TOI-500 b",1.16600000,1.42000000
"TOI-544 b",2.01800000,2.89000000
"TOI-1075 b",1.79100000,9.95000000
"TOI-1411 b",1.19880592,2.00000000
"GJ 3929 b",1.09000000,1.75000000
"TOI-1759 b",3.14000000,10.80000000
"WASP-189 b",18.14733975,632.47852993
"HD 73583 b",2.79000000,10.20000000
"HD 73583 c",2.39000000,9.70000000
"TOI-1670 b",2.06000000,41.31769291
"TOI-1670 c",11.06326395,200.23189641
"TOI-1246 b",3.01000000,8.10000000
"TOI-1246 c",2.45109846,9.10000000
"TOI-1246 d",3.43139739,5.40000000
"TOI-1246 e",3.51418750,14.50000000
"TOI-1696 b",3.09000000,48.80000000
"TOI-2136 b",2.19000000,6.37000000
"HIP 94235 b",3.00000000,379.00000000
"TOI-1710 b",5.06000000,19.10000000
"TOI-1181 b",17.02644168,374.71969185
"TOI-1516 b",15.24421375,1004.33776612
"TOI-2046 b",16.14093221,731.00533610
"WASP-132 c",1.84100000,6.26000000
"Gaia-1 b",13.77583728,533.95172376
"Gaia-2 b",14.81827249,259.66580852
"TOI-1107 b",14.57167491,1064.72516345
"HD 28109 b",2.69000000,6.20000000
"HD 28109 c",4.13000000,9.20000000
"HD 28109 d",3.11000000,5.80000000
"HD 260655 b",1.24000000,2.14000000
"HD 260655 c",1.53300000,3.09000000
"TOI-3714 b",11.32107051,222.47988490
"TOI-3629 b",8.29464572,82.63538582
"TOI-1272 b",4.26000000,24.10000000
"TOI-5153 b",11.88151954,1036.12060682
"NGTS-20 b",11.99360935,947.12865286
"TOI-1422 b",3.83000000,9.50000000
"CoRoT-35 b",18.83108758,349.61124770
"CoRoT-36 b",15.80466279,216.12331676
"HD 93963 A b",1.46954368,2.80000000
"HD 93963 A c",3.11976057,18.40000000
"Kepler-18 c",5.49000000,17.30000000
"TOI-159 b",18.18000000,1110.00000000
"GJ 3090 b",2.18000000,4.52000000
"HD 18599 b",2.60000000,24.10000000
"TOI-181 b",6.95590000,46.16870000
"TOI-199 b",9.07927437,54.03082919
"TOI-238 b",1.55900000,3.37000000
"TOI-244 b",1.52000000,2.68000000
"HIP 8152 b",2.53625843,8.90000000
"HIP 8152 c",2.52442508,10.70000000
"TOI-283 b",2.34000000,6.54000000
"TOI-286 b",1.42000000,4.53000000
"TOI-286 c",1.88000000,3.72000000
"TOI-329 b",4.94057819,40.40000000
"TOI-332 b",3.20000000,57.20000000
"TOI-333 b",4.26000000,20.10000000
"Kepler-432 b",12.83430500,1719.46030000
"TOI-375 b",10.77183045,236.78216321
"TOI-406.01",2.08000000,6.57000000
"TOI-406 c",1.32000000,2.08000000
"TOI-411 c",2.32800000,9.72000000
"TOI-411 b",1.36200000,13.71000000
"TOI-469.01",3.41000000,9.10000000
"TOI-480 b",2.85372018,20.80000000
"TOI-512 b",1.54000000,3.57000000
"TOI-521 b",1.98000000,5.30000000
"HD 25463 b",2.54535814,8.70000000
"HD 25463 c",1.36354953,4.30000000
"TOI-615 b",18.97680433,138.25535705
"TOI-622 b",9.23620010,96.30200732
"Kepler-282 d",2.46000000,61.00000000
"TOI-654.01",2.37800000,8.71000000
"TOI-663 b",2.27000000,4.45000000
"TOI-663 c",2.26000000,3.65000000
"TOI-663 d",1.92000000,5.20000000
"TOI-669 b",2.58606487,10.00000000
"TOI-672 b",5.31000000,50.90000000
"Kepler-57 b",3.13500000,25.06000000
"TOI-733 b",1.99200000,5.72000000
"TOI-756 b",2.81000000,9.83000000
"TOI-757 b",2.50000000,10.50000000
"TOI-762 A b",8.33948164,79.77493016
"TOI-771 b",1.36000000,2.47000000
"TOI-778 b",15.40000000,878.00000000
"TOI-782 b",2.73400000,19.10000000
"TOI-784 b",1.93000000,9.67000000
"TOI-791 b",11.13051784,9.50000000
"TOI-815 b",2.94000000,7.60000000
"TOI-836.01",2.58700000,9.60000000
"TOI-836 b",1.70400000,4.53000000
"TOI-858 B b",14.06727078,349.61124770
"KOI-1257 b",10.54000000,460.83000000
"TOI-908 b",3.18600000,16.13700000
"TOI-912 b",1.93000000,5.10000000
"TOI-969 b",2.76500000,9.10000000
"TOI-1011 b",1.45000000,4.04000000
"Kepler-56 c",9.80000000,181.00000000
"TOI-1052 b",2.87000000,16.90000000
"TOI-1080 b",1.20000000,10.70000000
"Kepler-279 c",4.30000000,49.40000000
"TOI-1117 b",2.46000000,8.90000000
"TOI-1135 b",9.91994792,58.79825529
"TOI-1173 b",9.19000000,27.40000000
"TOI-1194 b",8.71664516,120.00000000
"TOI-1199 b",10.51402390,75.96098927
"TOI-1203.01",2.91800000,7.39000000
"Kepler-44 b",12.22000000,317.82000000
"TOI-1221 b",2.91000000,1112.39942450
"TOI-1232 b",10.92875618,220.57291446
"TOI-1238 c",2.11000000,8.32000000
"TOI-1238 b",1.21000000,3.76000000
"TOI-1243 b",2.33000000,7.70000000
"TOI-1248 b",6.80848590,27.40000000
"TOI-1249 b",3.27103010,11.90000000
"TOI-1269 b",2.40144286,6.40000000
"TOI-1273 b",11.09689089,70.55790635
"Kepler-278 b",3.95500000,56.00000000
"TOI-1279 b",2.66146528,10.60000000
"TOI-1288 b",4.96846551,44.10000000
"TOI-1294 b",10.12369881,63.90000000
"TOI-1295 b",15.69257298,451.31633794
"Kepler-277 b",2.92000000,87.30000000
"TOI-1347 b",1.80000000,11.10000000
"TOI-1347 c",1.60000000,6.40000000
"TOI-1386 b",6.21638650,45.80000000
"TOI-1408 b",25.00000000,593.00000000
"TOI-1410.01",3.10083009,12.50000000
"TOI-1416 b",1.62000000,3.48000000
"TOI-1420 b",11.89000000,25.10000000
"HD 235088 b",1.98200000,4.15000000
"TOI-1437 b",2.24000000,9.60000000
"TOI-1438 b",3.04000000,9.40000000
"TOI-1438 c",2.75000000,10.60000000
"TOI-1439 b",4.24278610,38.50000000
"TOI-1443 b",2.30381001,30.00000000
"Kepler-41 b",14.46000000,177.98000000
"TOI-1448 b",2.74900000,19.50000000
"TOI-1450 A b",1.13000000,1.25800000
"TOI-1451 b",2.61143902,15.20000000
"TOI-1452 b",1.67200000,4.82000000
"TOI-1453 c",2.22400000,2.95000000
"TOI-1453 b",1.17300000,2.32000000
"TOI-1468 c",2.12600000,4.10000000
"TOI-1468 b",1.40100000,3.04000000
"TOI-1470 b",2.18000000,7.32000000
"Kepler-276 c",2.90000000,16.60000000
"HIP 9618 b",3.82838127,8.30000000
"HIP 9618 c",3.42855926,7.00000000
"TOI-1472 b",4.05800000,18.05000000
"HD 6061 b",2.42763557,10.00000000
"TOI-1533 b",2.89000000,28.10000000
"HAT-P-47 b",14.71739166,65.47265184
"TOI-1648 b",2.54000000,7.40000000
"TOI-1669 c",2.29639770,13.00000000
"TOI-1694 b",5.27000000,28.24000000
"TOI-1695 b",1.90000000,6.36000000
"LHS 1903 c",2.04600000,4.55000000
"LHS 1903 b",1.38200000,3.28000000
"LHS 1903 d",2.50000000,5.96000000
"TOI-1736 b",3.18175535,12.30000000
"TOI-1742 b",2.36507598,9.70000000
"TOI-1751 b",2.95078450,19.50000000
"TOI-1753 b",2.47852533,16.60000000
"TOI-1774.01",2.78000000,8.50000000
"TOI-1775 b",8.04728896,96.00000000
"TOI-1776 b",1.21612741,1.40000000
"HD 77946 b",2.89646124,10.90000000
"Kepler-105 b",2.53000000,10.80000000
"TOI-1794 b",3.29701268,8.70000000
"TOI-1801 b",2.07900000,5.73800000
"TOI-1803 c",4.29000000,8.00000000
"TOI-1803 b",2.99000000,10.32000000
"TOI-1811 b",11.14172682,308.92921160
"TOI-1820 b",12.77823800,731.00533610
"TOI-1823 b",7.54062410,67.40000000
"TOI-1824 b",2.74382690,16.00000000
"TOI-1836 b",8.00321222,38.45723725
"TOI-1836 c",2.59987579,8.00000000
"TOI-1853 b",3.46000000,73.20000000
"TOI-1855 b",18.49481816,360.09958513
"TOI-1883 b",5.65000000,13.70000000
"TOI-1898 b",9.39553231,129.00000000
"TOI-1937 A b",13.97759893,638.83509807
"TOI-1994 b",13.67495645,7024.00779470
"TOI-2000 c",8.14000000,81.70000000
"TOI-2000 b",2.70000000,11.00000000
"TOI-2005 b",11.99360935,2034.10180480
"TOI-2010 b",11.81426566,408.72733140
"TOI-2015 b",3.30900000,9.20000000
"TOI-2019 b",5.33275337,34.40000000
"TOI-2025 b",11.89272852,1144.18226520
"TOI-2031 A b",14.20177855,254.26272560
"TOI-2040 b",10.32347122,248.22398587
"TOI-2049 b",16.64533634,486.27746271
"TOI-2088 b",3.68311790,37.00000000
"TOI-2093 c",2.30000000,15.80000000
"TOI-2095 b",1.25000000,4.10000000
"TOI-2095 c",1.33000000,7.40000000
"TOI-2107 b",13.57407563,263.79757781
"TOI-2120 b",2.12200000,6.80000000
"TOI-2128 b",2.08874836,4.50000000
"TOI-2134 b",2.73500000,9.37000000
"TOI-2134 c",7.35000000,58.30000000
"TOI-2141 b",3.14700000,20.10000000
"Kepler-422 b",12.89000000,136.66000000
"TOI-2145 b",12.24020692,1805.26535176
"TOI-2147 b",10.50000000,116.00000000
"TOI-2152 A b",14.35870428,899.45439181
"TOI-2154 b",16.28664896,292.40213444
"TOI-2158 b",10.76062147,260.61929374
"TOI-2169 A b",12.50922246,329.58805806
"TOI-2193 A b",19.83989584,298.75870258
"TOI-2196 b",3.51000000,26.00000000
"TOI-2207 b",11.15293580,203.41018048
"TOI-2236 b",14.36991326,502.16888306
"Kepler-423 b",13.36100000,189.10100000
"TOI-2295 b",16.47720163,278.09985612
"Kepler-289 c",11.23000000,157.18000000
"TOI-2322 c",1.87400000,18.10000000
"TOI-2322 b",0.99400000,2.31000000
"TOI-2328 b",9.97599282,50.85254512
"TOI-2338 b",11.20898070,1900.61387386
"TOI-2345 b",1.50400000,3.49000000
"TOI-2345 c",2.45100000,7.27000000
"TOI-2346 b",16.11851425,394.10722468
"TOI-2364 b",8.60849718,71.51139158
"TOI-2368 b",10.83908434,206.58846455
"TOI-2373 b",10.42435205,2955.80418510
"TOI-2374 b",7.48759911,61.65871096
"TOI-2379 b",11.72459381,1830.69162432
"TOI-2382 b",12.25141591,235.19302118
"TOI-2384 b",11.48920522,624.85064816
"TOI-2416 b",9.86390302,953.48522100
"TOI-2420 b",15.02003414,294.62693329
"TOI-2421 b",10.36830715,105.83685953
"TOI-2431 b",1.53400000,6.20000000
"TOI-2447 b",9.60609646,124.90656395
"TOI-2449 b",11.24000000,222.00000000
"TOI-2458 b",2.83000000,13.31000000
"Kepler-26 b",2.78000000,5.12000000
"TOI-2485 b",12.13932610,766.60211768
"TOI-2497 b",11.14172682,1531.93292174
"TOI-2498 b",6.06000000,34.62000000
"TOI-2524 b",11.20898070,203.41018048
"TOI-2525 b",8.67575106,26.69758619
"TOI-2525 c",10.13291855,208.81326340
"TOI-2529 b",11.54525012,743.71847238
"TIC 52059926 b",10.71000000,5380.00000000
"TOI-2537 b",11.25381662,415.40172795
"Kepler-43 b",13.66377100,1026.59090000
"TOI-2567 b",10.92875618,63.88350981
"TOI-2570 b",13.64132951,260.61929374
"TOI-2578 b",19.66055215,167.17774208
"TOI-2580 b",17.37392009,200.23189641
"TOI-2583 A b",14.45958510,79.45710175
"TOI-2587 A b",12.07207221,69.28659273
"TOI-2589 b",12.10569916,1112.39942450
"TOI-2641 b",18.10250383,122.68176510
"TOI-2714 b",13.72000000,228.00000000
"NGTS-31 b",18.04645893,355.96781584
"KOI-13 b",16.94800800,2949.46240000
"TOI-2796 b",17.26183028,139.84449908
"TOI-2803 A b",18.11371281,309.88269682
"TOI-2818 b",15.27784069,225.65816897
"TOI-2842 b",12.84549188,117.59651059
"TOI-2876 b",9.63972340,54.03082919
"TOI-2886 b",18.64053490,444.95976980
"TOI-2969 b",12.32987877,368.68095212
"Kepler-102 e",2.17000000,4.70000000
"TOI-2977 b",13.15934334,533.95172376
"TOI-2981 b",13.40000000,638.00000000
"TOI-2986 b",9.29224500,96.61983573
"TOI-2989 b",12.55405838,953.48522100
"TOI-2992 b",13.75341932,1058.36859531
"TOI-3023 b",16.43236571,197.05361234
"Kepler-419 b",10.80000000,794.50000000
"TOI-3071 b",7.16000000,68.20000000
"Kepler-14 b",12.73300000,2669.66000000
"TOI-3135 b",13.65253849,327.36325921
"TOI-3160 A b",13.76462830,378.21580433
"Kepler-94 b",3.51000000,10.84000000
"NGTS-27 b",15.64773706,188.47224535
"TOI-3235 b",11.39953337,211.35589065
"TOI-3261 b",3.82000000,30.30000000
"TOI-3288 b",12.24020692,536.17652261
"TOI-3321 b",15.55806521,176.07693748
"TOI-3331 A b",12.97999965,721.47048389
"TOI-3364 b",12.22899794,530.77343969
"TOI-3457 b",10.64000000,797.74930157
"TOI-3464 b",13.76462830,397.28550875
"TOI-3474 b",14.67255574,193.87532827
"TOI-3486 b",10.57006880,99.16246298
"TOI-3493 b",3.22000000,8.97000000
"TOI-3523 A b",15.97279750,435.42491759
"TOI-3540 A b",23.53885947,375.03752026
"TOI-3568 b",5.30000000,26.40000000
"Kepler-305 b",3.60000000,10.50000000
"TOI-3593 b",11.02963701,565.73456446
"TOI-3664 b",13.69737442,114.41822652
"TOI-3682 b",12.80065596,69.28659273
"Kepler-17 b",14.68000000,778.65000000
"TOI-3688 A b",13.08088048,311.47183886
"TOI-3693 b",12.59889431,324.18497514
"Kepler-87 b",13.49000000,324.20000000
"Kepler-307 b",2.43000000,7.44000000
"TOI-3757 b",12.00000000,85.30000000
"TOI-3785 b",5.14000000,14.95000000
"Kepler-107 e",2.90300000,14.10000000
"WASP-194 b",15.47960235,373.13054982
"TOI-3807 b",18.49481816,330.54154328
"TOI-3819 b",13.13692538,352.78953177
"TOI-3837 b",10.87271128,187.51876013
"TOI-3856 b",13.59649359,171.62733978
"TOI-3862 b",5.53000000,53.70000000
"TOI-3877 b",11.67975789,99.79811980
"TOI-3884 b",6.43000000,32.59000000
"TOI-3894 b",15.27784069,260.61929374
"TOI-3912 b",14.28024141,129.03833324
"TOI-3919 b",12.31866979,1233.17421916
"KOI-1599.01",1.90000000,4.60000000
"TOI-3976 A b",12.27383387,55.61997123
"TOI-3980 b",14.45958510,187.51876013
"TOI-3984 A b",7.90000000,44.00000000
"TOI-4010 c",5.93000000,20.31000000
"TOI-4010 d",6.18000000,38.15000000
"TOI-4010 b",3.02000000,11.00000000
"TOI-4034 b",17.71018951,276.51071409
"WASP-195 b",10.31226224,33.05415433
"TOI-4087 b",13.04725353,232.01473711
"Kepler-424 b",9.98000000,327.35000000
"Kepler-277 c",3.36000000,64.20000000
"Kepler-278 c",3.26800000,34.90000000
"TOI-4127 b",12.07000000,743.71847238
"TOI-4137 b",13.57407563,457.67290608
"Kepler-56 b",6.51000000,22.10000000
"TOI-4145 A b",13.30506009,136.66621501
"Kepler-282 e",3.10000000,56.20000000
"TOI-4153 b",16.11851425,365.50266805
"HD 35843 c",2.54000000,11.32000000
"TOI-4201 b",13.67495645,788.21444936
"TOI-4214 b",10.68215861,165.27077164
"NGTS-24 b",13.60770257,165.27077164
"LP 890-9 b",1.32000000,13.20000000
"TOI-4311 c",2.47000000,13.58000000
"TOI-4311 b",1.37600000,4.50000000
"Kepler-23 d",2.20600000,4.44000000
"TOI-4336 A b",2.13700000,3.33000000
"TOI-4342 b",2.32900000,7.30000000
"TOI-4342 c",2.34900000,4.80000000
"TOI-4377 b",15.10970598,304.16178550
"TOI-4379 b",16.69017226,353.74301699
"TOI-4406 b",11.20898070,95.34852210
"TOI-4427 b",13.09208946,87.72064033
"TOI-4438 b",2.40000000,4.11000000
"Kepler-553 c",11.57887706,2129.45032690
"TOI-4458 b",12.40834163,552.06794296
"TOI-4463 A b",13.26022417,252.35575516
"TOI-4465 b",14.01122587,1872.00931723
"TOI-4487 A b",14.60530185,397.28550875
"Ross 176 b",1.84000000,4.57000000
"TOI-4495 c",4.03000000,23.20000000
"TOI-4495 b",2.48300000,7.70000000
"TOI-4504 c",11.17000000,821.00000000
"TOI-4504 b",2.65000000,140.00000000
"TOI-4507 b",8.20000000,20.00000000
"TOI-4515 b",12.17000000,637.00000000
"HD 20329 b",1.72000000,7.42000000
"TOI-4529 b",1.77000000,4.90000000
"Kepler-167 e",10.16000000,321.00669107
"TOI-4551 b",11.85910158,473.56432643
"TOI-4552 b",1.11000000,1.83000000
"Kepler-177 b",3.50000000,5.84000000
"TOI-4582 b",10.53644186,168.44905571
"TOI-4600 b",6.80000000,959.84178914
"TOI-4602.01",2.45000000,5.53000000
"TOI-4603 b",11.67975789,4096.80816623
"TOI-4633 c",3.20000000,123.00000000
"TOI-4641 b",8.18255591,1229.99593509
"TOI-4666 b",12.53164042,155.41809102
"WASP-116 b",13.67495645,203.41018048
"TIC 9344899 b",9.16000000,6170.00000000
"TOI-4734 b",10.91754720,61.65871096
"Kepler-223 c",3.44000000,5.10000000
"TOI-4773 b",15.22179579,1687.66884117
"TOI-4791 b",12.44196858,734.18362017
"TOI-4794 b",14.35870428,308.29355479
"TOI-4860 b",8.70000000,86.70000000
"NGTS-30 b",10.40193409,305.11527072
"Kepler-68 b",2.35700000,8.03000000
"Kepler-31 c",5.30000000,1493.70000000
"TOI-4914 b",12.87000000,227.00000000
"TOI-4940 b",6.61000000,89.00000000
"TOI-4961 b",12.34108775,572.09113260
"Kepler-24 b",2.34800000,11.14000000
"Kepler-15 b",10.76000000,209.76000000
"BD-14 3065 b",21.59000000,3932.00000000
"TOI-4994 b",8.54124329,88.99195396
"TOI-5005 b",6.25000000,32.70000000
"TOI-5007 b",11.07447293,211.03806225
"Kepler-80 e",1.60000000,4.13000000
"TOI-5027 b",10.76062147,642.01338214
"TOI-5076 b",3.48935569,16.14568308
"Kepler-223 b",2.99000000,7.40000000
"Kepler-107 d",0.86000000,7.70000000
"TOI-5108 b",6.60000000,32.00000000
"TOI-5110 b",11.98240037,921.70238030
"Kepler-23 b",1.63800000,2.56000000
"TOI-5181 A b",13.34989601,330.54154328
"WASP-188 b",14.81827249,458.62639130
"TOI-5205 b",11.60000000,343.00000000
"TOI-5210 b",10.72699453,81.99972901
"TOI-5218 b",9.86000000,657.00000000
"Kepler-426 b",12.22000000,108.06000000
"Kepler-80 d",1.53000000,6.75000000
"TOI-5232 b",12.77823800,743.71847238
"TOI-5261 b",11.60129502,3651.84839643
"Kepler-62 e",1.61000000,36.00000000
"WASP-154 b",10.76062147,198.96058278
"TOI-5292 A b",12.64373023,412.85910069
"TOI-5293 A b",11.90000000,170.40000000
"TOI-5300 b",9.86390302,190.69704420
"TOI-5301 b",13.09208946,1182.32167404
"Kepler-223 e",4.60000000,4.80000000
"TOI-5322 b",16.61170940,184.02264765
"TOI-5340 b",15.07607904,270.15414595
"TOI-5344 b",10.60369574,130.94530368
"TOI-5349 b",10.20000000,127.40000000
"TOI-5350 b",12.41955062,2094.48920213
"Kepler-53 c",3.17000000,36.00000000
"WASP-197 b",14.44837612,403.32424848
"TOI-5386 A b",14.70618268,155.10026262
"TOI-5388.01",0.99000000,2.20000000
"TOI-5398 b",10.30000000,58.70000000
"TOI-5398 c",3.52000000,11.80000000
"TOI-5422 b",9.10169233,8899.19539600
"KOI-94 d",11.27000000,106.00000000
"Kepler-31 d",3.90000000,2161.24400000
"Kepler-63 b",6.11000000,120.00000000
"TOI-5542 b",11.30986153,419.53349724
"TOI-5573 b",9.75000000,112.00000000
"Kepler-11 b",1.80000000,1.90000000
"TOI-5592 b",17.14974047,285.72773789
"Kepler-18 b",2.00000000,6.90000000
"TOI-5616 b",10.78000000,624.00000000
"Kepler-20 e",0.82100000,0.76000000
"TOI-5624 d",3.58400000,4.90000000
"TOI-5628 A b",8.29464572,28.60455663
"TOI-5634 A b",10.42000000,588.00000000
"Kepler-16 b",8.44930000,105.83300000
"TOI-5678 b",4.91000000,20.00000000
"TOI-5688 A b",10.30000000,124.00000000
"HD 23472 f",1.13700000,0.77000000
"HD 23472 d",0.75000000,0.55000000
"HD 23472 e",0.81800000,0.72000000
"TOI-201 d",1.39000000,5.80000000
"TOI-1260 d",3.12000000,11.84000000
"TOI-5720 b",1.09000000,4.30000000
"TOI-5734 b",2.10000000,9.10000000
"LP 890-9 c",1.36700000,25.30000000
"Wolf 327 b",1.24000000,2.53000000
"Kepler-408 b",0.82000000,5.00000000
"TOI-5786 b",8.54000000,73.00000000
"TOI-5788 c",2.27200000,6.40000000
"TOI-5788 b",1.52800000,3.72000000
"TOI-5795 b",5.62000000,23.66000000
"TOI-5800 b",2.46000000,9.50000000
"NGTS-21 b",14.90794433,750.07504052
"Kepler-76 b",15.24424000,638.83830000
"TOI-5817 b",3.08000000,10.30000000
"NGTS-23 b",14.20177855,194.82881349
"NGTS-25 b",11.46678726,203.09235207
"TOI-5882 b",11.46678726,6995.40323807
"TOI-5916 b",11.35469745,226.61165419
"Kepler-4 b",4.00200000,24.47200000
"HD 114082 b",11.20898070,2542.62725600
"TOI-6008 b",1.03000000,4.00000000
"TOI-6016 b",13.67495645,371.85923619
"TOI-6019 b",12.30000000,149.00000000
"TOI-6029 b",14.39233122,519.64944544
"TOI-6034 b",11.92000000,254.00000000
"TOI-6038 A b",6.41000000,78.50000000
"TOI-6041 b",4.55000000,28.90000000
"TOI-6054.01",2.64000000,12.50000000
"TOI-6054.02",2.82000000,9.30000000
"TIC 279401253 b",11.20898070,1951.46641898
"K2-415 b",1.01500000,7.50000000
"TOI-1533 c",7.50000000,36.60000000
"WASP-84 c",1.95000000,15.20000000
"WASP-149 b",15.24421375,314.96795134
"TOI-6130 b",14.34749530,333.71982735
"WASP-155 b",13.45077684,276.82854250
"WASP-102 b",14.90794433,197.68926915
"Gliese 12 b",0.93000000,0.95000000
"TOI-6255 b",1.07900000,1.44000000
"TOI-815 c",2.62000000,23.50000000
"WASP-193 b",14.78464554,35.59678158
"LP 791-18 d",1.03200000,0.91000000
"TOI-6303 b",11.59000000,2493.00000000
"TOI-6324 b",1.05900000,1.17000000
"TOI-6330 b",10.89000000,3179.00000000
"TOI-6383 A b",11.29000000,331.00000000
"TOI-6420 b",11.93756445,2606.19293740
"NGTS-33 b",18.38272835,1153.71711741
"HD 207496 b",2.25000000,6.10000000
"K2-416 b",2.66000000,1652.70771640
"K2-417 b",3.31000000,699.22249540
"TOI-2018 b",2.26800000,9.20000000
"HD 22946 d",2.60700000,26.57000000
"TOI-1470 c",2.47000000,7.24000000
"TOI-6564 b",16.39873876,222.16205649
"TOI-4600 c",9.42000000,2946.26933289
"TOI-6628 b",10.98480109,235.19302118
"TOI-198 b",1.36000000,3.17000000
"HIP 29442 c",1.55100000,4.50000000
"HIP 29442 d",1.53800000,5.14000000
"TOI-6651 b",5.09000000,61.00000000
"NGTS-35 b",10.90000000,152.00000000
"TOI-6692 b",11.67975789,197.05361234
"TOI-6695 b",9.52763359,66.74396547
"Kepler-109 c",2.65000000,8.20000000
"Kepler-323 c",1.57000000,6.80000000
"TIC 87422071 b",10.86150230,409.99864503
"Kepler-49 c",2.44400000,8.38000000
"GJ 806 b",1.33100000,1.90000000
"HD 110067 b",2.20000000,5.69000000
"HD 110067 c",2.38800000,6.30000000
"HD 110067 d",2.85200000,8.52000000
"HD 110067 e",1.94000000,3.90000000
"HD 110067 f",2.60100000,5.04000000
"HD 110067 g",2.60700000,8.40000000
"HD 88986 b",2.49000000,17.20000000
"GJ 341 b",0.88000000,4.00000000
"Kepler-48 c",2.71000000,14.61000000
"TIC 393818343 b",12.18416202,1379.37528638
"TOI-6884 b",10.39072511,8365.24367224
"TOI-6894 b",9.58367850,53.39517238
"TOI-238 c",2.18000000,6.70000000
"Kepler-416 b",2.48000000,58.20000000
"TOI-791 c",12.94637271,18.60000000
"Kepler-350 c",3.10000000,6.10000000
"TOI-5624 b",2.31400000,9.40000000
"TOI-5624 c",2.47400000,4.80000000
"TOI-5624 e",3.24700000,8.90000000
"TIC 139270665 b",7.22979255,147.15455244
